model,origin,h,target_year,DALY_actual,DALY_point,DALY_scenario_low,DALY_scenario_high,DALY_covered,DALY_ape,VLW_actual,VLW_point,VLW_scenario_low,VLW_scenario_high,VLW_covered,VLW_ape,rel_width_DALY,n_group_draws_nonpositive
ETS,2017,4,2021,6029567.651407573,6130875.476309942,5757259.943639074,6504372.571974213,1,1.6801838997314986,721.6596713207388,747.1914718480538,698.0471871521447,796.181516432424,1,3.5379281317727247,12.186067572600768,0
ETS,2017,5,2022,6384465.217175624,6344813.3777061375,5840674.588320941,6848748.483195458,1,0.6210675149864491,770.5003415641659,772.4256980293037,706.2688693616382,838.559569573669,1,0.24988392104138973,15.888156748890372,0
ETS,2017,6,2023,6468654.8701936295,6554472.502123934,5913313.250309425,7198970.903503318,1,1.3266688925658492,771.969704916931,797.1552374914354,712.9864272955618,881.8345982075115,1,3.2625027140429657,19.61496753212839,0
ETS,2018,1,2019,5409337.703633718,5444116.67112111,5360038.049616287,5527618.8370777005,1,0.6429431733210015,654.6443394892658,661.314684204984,650.2438500094935,672.2921983909438,1,1.0189265091518582,3.0781997812494173,0
ETS,2018,2,2020,5543301.44389638,5542202.693989558,5361894.943382881,5722663.86930062,1,0.01982121877986483,666.011942526678,670.7836725833049,647.1318202521104,694.6138710475418,1,0.7164631370609026,6.50948631505282,0
ETS,2018,3,2021,6029567.651407573,5635012.6588425245,5343415.973107483,5926071.545820566,0,6.543669718556718,721.6596713207388,679.5977201544191,641.2959103789082,717.7758445410035,0,5.828502386636123,10.339915950300007,0
ETS,2018,4,2022,6384465.217175624,5722949.494007332,5309216.883622564,6137729.8422399415,0,10.361333340632326,770.5003415641659,687.8117021715,633.4811302046207,742.1797440828238,0,10.731810867832008,14.477027265135526,0
ETS,2018,5,2023,6468654.8701936295,5806381.381847471,5259365.274241663,6354311.715522031,0,10.238194827765396,771.969704916931,695.475647635016,623.9819699427497,767.2259888421249,0,9.908945492899402,18.857639022877606,0
ETS,2019,1,2020,5543301.44389638,5476248.544505082,5392825.002066114,5559357.591497047,1,1.2096202970366838,666.011942526678,658.9472845040344,647.9100249445421,669.9561771469347,1,1.0607404419569548,3.0409976478885934,0
ETS,2019,2,2021,6029567.651407573,5541345.513867588,5363020.213422911,5720485.857391325,0,8.097133422593119,721.6596713207388,663.0857263549736,639.6130941587171,686.8170352216005,0,8.116560657819019,6.450881705063001,0
ETS,2019,3,2022,6384465.217175624,5604632.647247902,5316198.104640439,5891915.222483027,0,12.214532359418296,770.5003415641659,667.0701501301211,629.206993265315,704.9641969901123,0,13.423769705808924,10.272165083384861,0
ETS,2019,4,2023,6468654.8701936295,5666196.843118373,5258411.290439452,6074067.1945596,0,12.40533067814199,771.969704916931,670.9107488395001,617.3129294941073,724.3972424820265,0,13.091052075457485,14.395121219813722,0
ETS,2020,1,2021,6029567.651407573,5670306.744749122,5584703.609671819,5755560.736317752,0,5.958319525191551,721.6596713207388,677.0835136833992,665.8486865041731,688.266184463838,0,6.176894651153067,3.0131901912388046,0
ETS,2020,2,2022,6384465.217175624,5791607.310364172,5607821.922863104,5976009.724039263,0,9.28594465855235,770.5003415641659,687.4900265319222,663.5597941933562,711.5775298116429,0,10.77355979670655,6.357264597640812,0
ETS,2020,3,2023,6468654.8701936295,5907413.766735205,5609396.282895664,6203412.478136259,0,8.676318565773538,771.969704916931,697.258309370879,658.5366537905247,735.8263400331455,0,9.678021698285615,10.055435740518387,0
ETS,2021,1,2022,6384465.217175624,6293221.111274935,6135224.856981775,6448257.342494254,1,1.4291581643396254,770.5003415641659,746.7788930972775,726.6320878030576,766.6673346945047,0,3.0787070669861394,4.974121836457488,0
ETS,2021,2,2023,6468654.8701936295,6552425.046376894,6295822.148117689,6807905.79901944,1,1.295016937281076,771.969704916931,771.4105753401797,739.6825729487701,803.0051165679479,1,0.07242895325944876,7.815177545371585,0
ETS,2022,1,2023,6468654.8701936295,6778171.346697951,6611800.8897932395,6942357.204862058,0,4.78486613856176,771.969704916931,817.3309222945974,796.8939028670384,837.5078719892912,0,5.876035949175944,4.876777203778601,0
ARIMA,2009,1,2010,4152048.421265119,4145785.8850185154,4110577.576976062,4180875.3354711686,1,0.15083003884370985,517.5931846585214,518.4987383288457,513.9080613587009,523.0724153499597,1,0.17495471292221232,1.6956437318468238,0
ARIMA,2009,2,2011,4235920.825938205,4244682.433773715,4173409.821446088,4316708.557211627,1,0.2068406893221198,526.2887915493195,530.041397006192,520.773313240957,539.3713766429535,1,0.7130316125155123,3.375958932177172,0
ARIMA,2009,3,2012,4333189.879435751,4343578.982528916,4244333.651704567,4442579.619739852,1,0.2397564699961359,536.698435668542,541.5840556835383,529.1796026217235,553.9953538753359,1,0.910310090416144,4.5641156482404455,0
ARIMA,2009,4,2013,4393727.959245902,4442475.531284115,4316997.959524599,4567816.23495535,1,1.1094808893580272,542.0450192527753,553.1267143608846,537.9334450640251,568.2408346283866,1,2.0444233808080674,5.645912367203315,0
ARIMA,2009,5,2014,4530578.906771354,4541372.080039315,4388910.715913649,4693797.166429247,1,0.23822945124803338,558.1176685195273,564.6693730382308,547.119550660521,582.2983548866194,1,1.1738930494858926,6.713531618685573,0
ARIMA,2009,6,2015,4725079.203087951,4640268.628794515,4461697.705864788,4818833.021476658,1,1.794902702117898,581.0488858465535,576.2120317155773,556.2270712068166,596.2086913544557,1,0.8324349721330637,7.696436223448759,0
ARIMA,2010,1,2011,4235920.825938205,4257739.55011013,4223301.97373461,4291993.314715179,1,0.5150881017019912,526.2887915493195,529.4105806633927,524.9572680914504,533.84269736465,1,0.5931703589740296,1.6133288608222207,0
ARIMA,2010,2,2012,4333189.879435751,4364780.608241122,4295191.641580953,4435106.514539902,1,0.7290409533007856,536.698435668542,541.4182868255053,532.4340005074475,550.4541898782811,1,0.8794233117307436,3.2055419393766598,0
ARIMA,2010,3,2013,4393727.959245902,4471821.666372113,4374540.201745592,4568792.005140201,1,1.7773905860938792,542.0450192527753,553.425992987618,541.411592298817,565.4533657762432,1,2.0996362535590967,4.343907648540045,0
ARIMA,2010,4,2014,4530578.906771354,4578862.724503105,4455569.1354054,4702226.843644951,1,1.0657317469868084,558.1176685195273,565.4336991497305,550.6852643034995,580.1031887796977,1,1.3108401763394786,5.386877115131637,0
ARIMA,2010,5,2015,4725079.203087951,4685903.782634095,4535745.354056596,4836345.398066639,1,0.8290955298326788,581.0488858465535,577.4414053118431,560.3692356101545,594.5514806896991,1,0.6208566305835831,6.414985410585326,0
ARIMA,2010,6,2016,4994006.586104154,4792944.840765087,4616742.776659334,4969445.436404278,0,4.0260608766220285,613.7476956742455,589.4491114739557,569.9992543597432,608.895013354665,0,3.959050986512644,7.3587882077241344,0
ARIMA,2011,1,2012,4333189.879435751,4324698.872799269,4290065.521970827,4359255.191387052,1,0.19595279396312526,536.698435668542,536.2285272290098,531.7768579186061,540.6742982070083,1,0.08755539578697684,1.5998725333549026,0
ARIMA,2011,2,2013,4393727.959245902,4424097.942537743,4353068.06879666,4495792.17688687,1,0.691212190958075,542.0450192527753,547.6635223560444,538.5619042334621,556.8371839204563,1,1.0365380925396808,3.2260612207048163,0
ARIMA,2011,3,2014,4530578.906771354,4523497.012276216,4423850.219673687,4622694.744330758,1,0.1563132359212074,558.1176685195273,559.0985174830789,546.8407967211107,571.3416251491371,1,0.17574232440148274,4.395814214476807,0
ARIMA,2011,4,2015,4725079.203087951,4622896.08201469,4496911.466559719,4748998.314483442,1,2.162569486803138,581.0488858465535,570.5335126101135,555.5067931807615,585.4640220600867,1,1.8097226399668198,5.453007020955181,0
ARIMA,2011,5,2016,4994006.586104154,4722295.151753165,4568369.167277484,4876521.648797268,0,5.4407504208550135,613.7476956742455,581.9685077371481,564.5545653327677,599.4480626192898,0,5.177891202049352,6.525481182712212,0
ARIMA,2011,6,2017,5230668.763601395,4821694.221491639,4640762.605893016,5002447.346971897,0,7.818781127103364,640.9996073208337,593.4035028641827,573.5740753293455,613.263504733819,0,7.425293855574573,7.501196145262626,0
ARIMA,2012,1,2013,4393727.959245902,4440041.914233304,4406142.466736261,4473842.214675163,0,1.0540924567244025,542.0450192527753,548.929449668862,544.5785264870958,553.2767423269678,0,1.270084618723573,1.5247547038211318,0
ARIMA,2012,2,2014,4530578.906771354,4542801.3081725845,4473087.120073794,4613082.249552631,1,0.26977570974346493,558.1176685195273,560.5849474073282,551.670093753175,569.5700481470132,1,0.4420714532018987,3.081691669564825,0
ARIMA,2012,3,2015,4725079.203087951,4645560.702111866,4547777.605080611,4743047.728959167,1,1.6829030278289834,581.0488858465535,572.2404451457943,560.2333060600407,584.2374754581333,1,1.515955183000796,4.20337040886769,0
ARIMA,2012,4,2016,4994006.586104154,4748320.096051146,4624737.208524835,4872154.243079291,0,4.919626873072838,613.7476956742455,583.8959428842606,569.167702881729,598.5276534386487,0,4.863847636477166,5.210622484364845,0
ARIMA,2012,5,2017,5230668.763601395,4851079.489990427,4699760.119444399,5002503.301629847,0,7.256993144976268,640.9996073208337,595.5514406227268,578.4810256662072,612.6993443180685,0,7.090201956295291,6.240738433788171,0
ARIMA,2012,6,2018,5340356.51562367,4953838.883929709,4776108.330987784,5131344.929462285,0,7.2376746863841515,651.1298257189403,607.206938361193,587.759840544335,626.6822971386935,0,6.745642055215358,7.1709356480464255,0
ARIMA,2013,1,2014,4530578.906771354,4457761.386266954,4419525.7413817365,4496132.052285009,0,1.6072453874618067,558.1176685195273,548.3272864747203,543.3155215434555,553.3635974716859,0,1.7541788402394092,1.7184928547156877,0
ARIMA,2013,2,2015,4725079.203087951,4555596.045689136,4476067.0093166875,4634927.284793224,0,3.5868850047646608,581.0488858465535,559.3598911141225,548.99698289685,569.6961368026161,0,3.7327314896803196,3.4871457847291536,0
ARIMA,2013,3,2016,4994006.586104154,4653430.705111317,4543399.267979177,4763355.603385744,0,6.819692267537057,613.7476956742455,570.3924957535249,556.4554663213904,584.2619492310538,0,7.06401021564599,4.726756437244622,0
ARIMA,2013,4,2017,5230668.763601395,4751265.364533499,4614029.699248496,4888349.606522861,0,9.16524101858478,640.9996073208337,581.4251003929273,564.4834716689012,598.2831213531864,0,9.294000534088946,5.773617893920738,0
ARIMA,2013,5,2018,5340356.51562367,4849100.02395568,4683453.323096689,5015217.354655986,0,9.198945617783695,651.1298257189403,592.4577050323297,572.894943310244,611.9934454000181,0,9.010817561893772,6.841765068163277,0
ARIMA,2013,6,2019,5409337.703633718,4946934.683377862,4753078.079402046,5139975.222024098,0,8.548237244371661,654.6443394892658,603.4903096717322,581.1501753305856,625.7799626700743,0,7.814018503152786,7.82094705883343,0
ARIMA,2014,1,2015,4725079.203087951,4642480.153655584,4596920.014334687,4687953.66337377,0,1.748098727707816,581.0488858465535,570.1781863013638,564.2352178841722,576.140797491769,0,1.8708752068858654,1.960883967751621,0
ARIMA,2014,2,2016,4994006.586104154,4754381.4005398145,4684479.488078889,4824600.656178971,0,4.798255297281692,613.7476956742455,582.2387040832001,573.5485155685573,590.9746363895857,0,5.133867192190519,2.9472008300422,0
ARIMA,2014,3,2017,5230668.763601395,4866282.647424044,4772768.26366103,4959803.020037656,0,6.966338964397849,640.9996073208337,594.2992218650367,583.3299422827572,605.2554022899861,0,7.285556016327243,3.843483207364299,0
ARIMA,2014,4,2018,5340356.51562367,4978183.894308275,4860749.842400131,5095776.792092868,0,6.7818060508849625,651.1298257189403,606.3597396468731,593.3014654946602,619.4491791530361,0,6.875754158955112,4.721138364564064,0
ARIMA,2014,5,2019,5409337.703633718,5090085.141192505,4945148.591872451,5235136.737235882,0,5.901878934767844,654.6443394892658,618.4202574287094,603.2830012650679,633.7087367173821,0,5.533398805344799,5.697117775430629,0
ARIMA,2014,6,2020,5543301.44389638,5201986.388076734,5030315.99395571,5372743.721157096,0,6.157252303056001,666.011942526678,630.4807752105459,613.2031572486959,647.7655256040194,0,5.334914443326053,6.582634048913532,0
ARIMA,2015,1,2016,4994006.586104154,4874121.219460805,4825162.088097123,4923400.624306254,0,2.4005848726137105,613.7476956742455,597.233599898485,590.9428990511525,603.5232712966426,0,2.690697805002533,2.0155127824251813,0
ARIMA,2015,2,2017,5230668.763601395,5003554.692213875,4904611.891799721,5102486.662585549,0,4.34197005491796,640.9996073208337,610.6587533417055,598.1783331224395,623.14355389604,0,4.73336545492483,3.9546838789180168,0
ARIMA,2015,3,2018,5340356.51562367,5132988.1649669465,4995265.989917078,5270849.096836882,0,3.8830432022665478,651.1298257189403,624.0839067849262,607.2466903187693,640.8365959585066,0,4.153690687437268,5.368863088379598,0
ARIMA,2015,4,2019,5409337.703633718,5262421.637720017,5089096.343908135,5435949.086355572,1,2.715971417628644,654.6443394892658,637.5090602281467,617.0328128100542,657.9717393721185,1,2.617494451183603,6.591124131165463,0
ARIMA,2015,5,2020,5543301.44389638,5391855.110473087,5181314.812133114,5602834.789049581,1,2.732060216390501,666.011942526678,650.9342136713674,626.8462137001952,675.0297347507366,1,2.263882656234301,7.817717061753209,0
ARIMA,2015,6,2021,6029567.651407573,5521288.583226157,5274502.021013337,5765814.670544641,0,8.42977635490599,721.6596713207388,664.3593671145879,637.0036465288574,691.6576777275523,0,7.940072929568477,8.898514216842907,0
ARIMA,2016,1,2017,5230668.763601395,5242643.954543417,5181684.760627055,5303398.995375845,1,0.22894187116862885,640.9996073208337,643.5346833161515,635.5238368537932,651.5171213904619,1,0.395487917054051,2.321619316591377,0
ARIMA,2016,2,2018,5340356.51562367,5440418.631297232,5302992.642520911,5578120.464145872,1,1.8736972968156957,651.1298257189403,666.1615709305926,648.1646217363251,684.2894005641942,1,2.308563456612523,5.057107554963254,0
ARIMA,2016,3,2019,5409337.703633718,5594582.3286430705,5379697.144433064,5808567.20800341,1,3.4245342989940233,654.6443394892658,682.6492047126188,654.7070293614955,710.5211098867867,0,4.277874799192733,7.665810213831733,0
ARIMA,2016,4,2020,5543301.44389638,5725788.16507007,5444747.862535792,6007078.020147461,1,3.2920223267782456,666.011942526678,695.904988681975,659.5967600790893,732.2775236406887,1,4.4883648845530475,9.821008765957158,0
ARIMA,2016,5,2021,6029567.651407573,5852170.473010609,5513058.259775079,6194510.41943734,1,2.942121038405663,721.6596713207388,708.4817494753268,665.4232195043414,751.9434482477336,1,1.8260576791404408,11.644434535955908,0
ARIMA,2016,6,2022,6384465.217175624,5983489.816081349,5592177.782509081,6374358.927224865,0,6.280485325780505,770.5003415641659,721.7535121295703,672.7755332920827,770.7721572281022,1,6.326646051270577,13.072323489438858,0
ARIMA,2017,1,2018,5340356.51562367,5409874.12830924,5350024.486248285,5469472.072351159,0,1.3017410444825142,651.1298257189403,660.8273092811098,652.9680678908635,668.6722537444423,0,1.4893318012981671,2.2079549961766904,0
ARIMA,2017,2,2019,5409337.703633718,5547575.395437938,5414931.029576318,5680564.166444529,0,2.555538207780204,654.6443394892658,674.8177074201553,657.4567593783036,692.2920681441577,0,3.081576775967878,4.788274479093237,0
